composite_file,cell_number,erythema,induration_papulation,excoriation,lichenification
composite_0064.jpg,1,0,1,1,1
composite_0064.jpg,2,1,1,2,0
composite_0064.jpg,3,2,2,2,1
composite_0064.jpg,4,2,1,1,1
composite_0064.jpg,5,1,1,0,1
composite_0064.jpg,6,0,0,0,0
composite_0064.jpg,7,2,1,2,0
composite_0064.jpg,8,1,2,2,1
composite_0064.jpg,9,0,1,0,1
composite_0065.jpg,1,2,2,2,2
composite_0065.jpg,2,0,3,0,2
composite_0065.jpg,3,1,0,0,0
composite_0065.jpg,4,2,1,0,1
composite_0065.jpg,5,2,1,0,0
composite_0065.jpg,6,1,1,0,0
composite_0065.jpg,7,0,2,0,2
composite_0065.jpg,8,1,1,0,0
composite_0065.jpg,9,1,1,0,0
composite_0066.jpg,1,0,1,0,0
composite_0066.jpg,2,1,1,0,2
composite_0066.jpg,3,2,1,0,1
composite_0066.jpg,4,3,1,1,1
composite_0066.jpg,5,1,1,0,1
composite_0066.jpg,6,0,2,1,2
composite_0066.jpg,7,1,0,0,0
composite_0066.jpg,8,2,1,2,1
composite_0066.jpg,9,0,2,0,2
composite_0067.jpg,1,3,1,3,0
composite_0067.jpg,2,1,1,0,0
composite_0067.jpg,3,1,1,0,0
composite_0067.jpg,4,1,1,1,1
composite_0067.jpg,5,0,1,0,1
composite_0067.jpg,6,0,2,0,2
composite_0067.jpg,7,0,0,0,0
composite_0067.jpg,8,2,1,2,0
composite_0067.jpg,9,1,1,1,0
composite_0068.jpg,1,3,2,1,1
composite_0068.jpg,2,2,2,0,1
composite_0068.jpg,3,2,1,0,1
composite_0068.jpg,4,2,1,0,0
composite_0068.jpg,5,2,1,0,1
composite_0068.jpg,6,2,1,0,1
composite_0068.jpg,7,2,1,0,1
composite_0068.jpg,8,0,1,0,1
composite_0068.jpg,9,1,1,0,1
composite_0069.jpg,1,1,2,2,1
composite_0069.jpg,2,0,1,0,1
composite_0069.jpg,3,3,1,1,0
composite_0069.jpg,4,0,1,1,1
composite_0069.jpg,5,2,1,0,1
composite_0069.jpg,6,1,0,1,0
composite_0069.jpg,7,1,1,0,2
composite_0069.jpg,8,1,2,2,1
composite_0069.jpg,9,1,2,1,1
composite_0070.jpg,1,1,1,0,0
composite_0070.jpg,2,0,0,0,0
composite_0070.jpg,3,1,0,2,0
composite_0070.jpg,4,2,1,0,1
composite_0070.jpg,5,1,1,0,1
composite_0070.jpg,6,1,1,0,0
composite_0070.jpg,7,2,1,2,1
composite_0070.jpg,8,2,1,2,1
composite_0070.jpg,9,2,1,1,0
composite_0071.jpg,1,2,1,1,1
composite_0071.jpg,2,1,0,0,0
composite_0071.jpg,3,2,2,1,2
composite_0071.jpg,4,2,1,1,1
composite_0071.jpg,5,2,1,1,1
composite_0071.jpg,6,1,2,2,2
composite_0071.jpg,7,0,0,0,0
composite_0071.jpg,8,1,0,1,0
composite_0071.jpg,9,1,1,1,1
composite_0072.jpg,1,1,1,0,0
composite_0072.jpg,2,3,1,3,0
composite_0072.jpg,3,2,1,0,0
composite_0072.jpg,4,1,1,0,0
composite_0072.jpg,5,0,1,0,1
composite_0072.jpg,6,1,0,0,0
composite_0072.jpg,7,1,0,0,0
composite_0072.jpg,8,2,1,0,1
composite_0072.jpg,9,2,1,0,1
composite_0073.jpg,1,2,1,2,1
composite_0073.jpg,2,1,1,0,1
composite_0073.jpg,3,1,1,2,0
composite_0073.jpg,4,0,0,0,0
composite_0073.jpg,5,1,1,2,1
composite_0073.jpg,6,3,1,0,0
composite_0073.jpg,7,2,1,0,1
composite_0073.jpg,8,1,1,1,0
composite_0073.jpg,9,2,1,1,0
composite_0074.jpg,1,0,1,1,2
composite_0074.jpg,2,1,1,2,1
composite_0074.jpg,3,1,1,1,1
composite_0074.jpg,4,1,0,0,0
composite_0074.jpg,5,0,1,0,2
composite_0074.jpg,6,2,1,0,1
composite_0074.jpg,7,1,1,1,1
composite_0074.jpg,8,1,2,1,1
composite_0074.jpg,9,1,0,0,0
