composite_file,cell_number,erythema,induration_papulation,excoriation,lichenification
composite_0123.jpg,3,2,1,1,1
composite_0123.jpg,4,0,0,2,0
composite_0123.jpg,5,2,1,0,1
composite_0123.jpg,6,1,0,0,0
composite_0123.jpg,7,0,1,0,1
composite_0123.jpg,8,2,1,0,1
composite_0123.jpg,9,0,1,0,1
composite_0124.jpg,1,0,0,0,0
composite_0124.jpg,2,1,0,0,0
composite_0124.jpg,3,0,0,0,0
composite_0124.jpg,4,1,0,0,0
composite_0124.jpg,5,1,1,0,0
composite_0124.jpg,6,0,1,0,1
composite_0124.jpg,7,1,0,1,0
composite_0124.jpg,8,1,0,0,1
composite_0124.jpg,9,0,0,0,0
composite_0125.jpg,1,2,2,2,1
composite_0125.jpg,2,1,1,1,1
composite_0125.jpg,3,1,1,0,1
composite_0125.jpg,4,2,1,1,1
composite_0125.jpg,5,2,1,1,1
composite_0125.jpg,6,2,1,0,1
composite_0125.jpg,7,2,2,1,1
composite_0125.jpg,8,0,1,0,2
composite_0125.jpg,9,1,2,0,2
composite_0126.jpg,1,3,1,1,0
composite_0126.jpg,2,2,1,0,1
composite_0126.jpg,3,2,2,3,1
composite_0126.jpg,4,0,2,0,3
composite_0126.jpg,5,1,0,0,0
composite_0126.jpg,6,2,1,0,0
composite_0126.jpg,7,1,1,1,0
composite_0126.jpg,8,3,2,0,1
composite_0126.jpg,9,1,1,0,2
composite_0127.jpg,1,1,2,0,2
composite_0127.jpg,2,0,2,1,2
composite_0127.jpg,3,2,1,1,0
composite_0127.jpg,4,1,1,0,1
composite_0127.jpg,5,1,0,0,0
composite_0127.jpg,6,2,1,0,1
composite_0127.jpg,7,2,0,0,0
composite_0127.jpg,8,1,0,0,0
composite_0127.jpg,9,0,1,1,1
composite_0128.jpg,1,2,2,2,1
composite_0128.jpg,2,2,2,2,1
composite_0128.jpg,3,2,1,1,1
composite_0128.jpg,4,1,0,0,0
composite_0128.jpg,5,1,0,0,0
composite_0128.jpg,6,0,0,0,0
composite_0128.jpg,7,2,1,0,1
composite_0128.jpg,8,1,2,1,1
composite_0128.jpg,9,1,1,0,1
composite_0129.jpg,1,3,1,2,0
composite_0129.jpg,2,2,2,2,1
composite_0129.jpg,3,1,1,0,0
composite_0129.jpg,4,1,0,0,0
composite_0129.jpg,5,1,1,1,0
composite_0129.jpg,6,1,2,1,1
composite_0129.jpg,7,1,0,0,0
composite_0129.jpg,8,1,1,0,1
composite_0129.jpg,9,2,1,0,0
composite_0130.jpg,1,1,0,0,0
composite_0130.jpg,2,1,2,0,1
composite_0130.jpg,3,1,0,0,0
composite_0130.jpg,4,1,0,0,0
composite_0130.jpg,5,0,0,0,0
composite_0130.jpg,6,0,0,1,0
composite_0130.jpg,7,2,1,1,1
composite_0130.jpg,8,2,0,0,0
composite_0130.jpg,9,1,1,0,1
composite_0131.jpg,1,2,1,3,0
composite_0131.jpg,2,2,1,0,0
composite_0131.jpg,3,1,1,0,1
composite_0131.jpg,4,2,1,0,0
composite_0131.jpg,5,0,1,0,0
composite_0131.jpg,6,0,0,0,1
composite_0131.jpg,7,0,0,1,0
composite_0131.jpg,8,1,0,2,0
composite_0131.jpg,9,0,0,0,1
composite_0132.jpg,1,1,1,0,1
composite_0132.jpg,2,1,0,0,0
composite_0132.jpg,3,1,0,0,0
composite_0132.jpg,4,1,1,0,1
composite_0132.jpg,5,2,1,0,1
composite_0132.jpg,6,1,0,0,0
composite_0132.jpg,7,0,1,0,1
composite_0132.jpg,8,0,1,0,0
composite_0132.jpg,9,1,0,0,0
composite_0133.jpg,1,0,0,0,0
composite_0133.jpg,2,1,1,0,1
composite_0133.jpg,3,2,2,1,2
composite_0133.jpg,4,2,1,1,1
composite_0133.jpg,5,2,1,1,0
composite_0133.jpg,6,1,1,0,2
composite_0133.jpg,7,2,1,0,1
composite_0133.jpg,8,0,2,1,1
composite_0133.jpg,9,1,1,0,1
composite_0134.jpg,1,2,1,1,1
composite_0134.jpg,2,1,0,0,0
composite_0134.jpg,3,2,2,1,1
composite_0134.jpg,4,2,1,0,0
composite_0134.jpg,5,0,1,0,1
composite_0134.jpg,6,1,1,0,0
composite_0134.jpg,7,2,1,1,0
composite_0134.jpg,8,0,1,0,1
composite_0134.jpg,9,2,1,0,1
composite_0135.jpg,1,1,1,0,0
composite_0135.jpg,2,2,2,1,1
composite_0135.jpg,3,1,1,0,1
composite_0135.jpg,4,2,1,0,1
composite_0135.jpg,5,2,1,1,0
composite_0135.jpg,6,2,2,1,1
composite_0135.jpg,7,1,0,0,0
composite_0135.jpg,8,2,1,1,1
composite_0135.jpg,9,0,1,0,1
composite_0136.jpg,1,1,0,0,0
composite_0136.jpg,2,2,1,0,0
composite_0136.jpg,3,1,0,1,0
composite_0136.jpg,4,3,1,2,0
composite_0136.jpg,5,1,1,0,1
composite_0136.jpg,6,2,1,1,0
composite_0136.jpg,7,3,1,2,0
composite_0136.jpg,8,1,1,0,0
composite_0136.jpg,9,0,0,0,0
composite_0137.jpg,1,1,0,1,0
composite_0137.jpg,2,0,2,0,1
composite_0137.jpg,3,1,1,0,1
composite_0137.jpg,4,1,2,0,1
composite_0137.jpg,5,1,0,0,0
composite_0137.jpg,6,1,0,1,0
composite_0137.jpg,7,1,0,3,0
composite_0137.jpg,8,1,1,0,0
composite_0137.jpg,9,2,1,2,0
composite_0138.jpg,1,2,2,1,1
composite_0138.jpg,2,3,2,2,1
composite_0138.jpg,3,1,1,0,1
composite_0138.jpg,4,2,2,2,1
composite_0138.jpg,5,0,0,0,1
composite_0138.jpg,6,2,1,2,0
composite_0138.jpg,7,1,0,0,0
composite_0138.jpg,8,1,0,0,0
composite_0138.jpg,9,0,1,0,1
composite_0139.jpg,1,2,2,1,2
composite_0139.jpg,2,0,0,0,1
composite_0139.jpg,3,2,1,0,0
composite_0139.jpg,4,1,0,0,0
composite_0139.jpg,5,2,1,0,1
composite_0139.jpg,6,1,1,0,0
composite_0139.jpg,7,1,0,0,0
composite_0139.jpg,8,2,0,1,0
composite_0139.jpg,9,1,1,0,1
composite_0140.jpg,1,2,1,1,0
composite_0140.jpg,2,2,0,0,0
composite_0140.jpg,3,1,0,0,0
composite_0140.jpg,4,2,1,0,1
composite_0140.jpg,5,2,1,1,0
composite_0140.jpg,6,2,0,0,0
composite_0140.jpg,7,1,0,0,0
composite_0140.jpg,8,2,1,2,0
composite_0140.jpg,9,1,1,1,0
composite_0141.jpg,1,3,1,0,1
composite_0141.jpg,2,1,1,0,2
composite_0141.jpg,3,2,1,0,1
composite_0141.jpg,4,0,1,0,1
composite_0141.jpg,5,2,1,0,1
composite_0141.jpg,6,1,1,0,0
composite_0141.jpg,7,2,1,1,1
composite_0141.jpg,8,1,0,0,0
composite_0141.jpg,9,2,2,1,1
composite_0142.jpg,1,2,1,1,1
composite_0142.jpg,2,1,1,0,0
composite_0142.jpg,3,2,1,1,1
composite_0142.jpg,4,0,0,0,0
composite_0142.jpg,5,1,1,0,1
composite_0142.jpg,6,1,1,0,2
composite_0142.jpg,7,2,1,0,1
composite_0142.jpg,8,2,1,0,2
composite_0142.jpg,9,0,2,0,1
composite_0143.jpg,1,2,0,0,0
composite_0143.jpg,2,1,0,1,0
composite_0143.jpg,3,2,1,0,2
composite_0143.jpg,4,3,1,0,1
composite_0143.jpg,5,1,0,0,0
composite_0143.jpg,6,1,0,0,0
composite_0143.jpg,7,1,1,0,0
composite_0143.jpg,8,2,1,0,1
composite_0143.jpg,9,2,1,0,1
composite_0144.jpg,1,0,0,0,0
composite_0144.jpg,2,2,0,0,0
composite_0144.jpg,3,1,1,1,0
composite_0144.jpg,4,1,0,0,0
composite_0144.jpg,5,1,1,1,0
composite_0144.jpg,6,1,0,2,0
composite_0144.jpg,7,2,1,1,1
composite_0144.jpg,8,1,1,0,0
composite_0144.jpg,9,1,1,0,1
composite_0145.jpg,1,1,1,1,1
composite_0145.jpg,2,0,0,0,0
composite_0145.jpg,3,2,1,0,1
composite_0145.jpg,4,0,0,0,0
composite_0145.jpg,5,1,1,0,1
composite_0145.jpg,6,2,1,1,0
composite_0145.jpg,7,1,0,0,1
composite_0145.jpg,8,1,2,2,1
composite_0145.jpg,9,2,1,0,1
composite_0146.jpg,1,0,1,0,1
composite_0146.jpg,2,1,1,1,0
composite_0146.jpg,3,1,0,0,0
composite_0146.jpg,4,1,0,0,0
composite_0146.jpg,5,2,1,0,2
composite_0146.jpg,6,2,1,1,0
composite_0146.jpg,7,2,2,1,1
composite_0146.jpg,8,1,0,2,0
composite_0146.jpg,9,1,1,1,0
composite_0147.jpg,1,1,2,1,1
composite_0147.jpg,2,1,0,1,0
composite_0147.jpg,3,1,0,0,0
composite_0147.jpg,4,1,0,0,0
composite_0147.jpg,5,0,1,0,1
composite_0147.jpg,6,2,1,0,1
composite_0147.jpg,7,1,0,2,0
composite_0147.jpg,8,2,1,0,1
composite_0147.jpg,9,1,1,1,0
composite_0148.jpg,1,1,1,1,0
composite_0148.jpg,2,2,0,0,0
composite_0148.jpg,3,1,2,1,1
composite_0148.jpg,4,0,1,0,0
composite_0148.jpg,5,2,2,0,1
composite_0148.jpg,6,1,2,0,3
composite_0148.jpg,7,2,2,1,2
composite_0148.jpg,8,2,1,2,1
composite_0148.jpg,9,1,1,0,1
