composite_file,cell_number,erythema,induration_papulation,excoriation,lichenification
composite_0154.jpg,6,1,1,0,0
composite_0154.jpg,7,2,1,0,0
composite_0154.jpg,8,0,0,0,0
composite_0154.jpg,9,1,0,0,0
composite_0155.jpg,1,2,2,2,1
composite_0155.jpg,2,2,2,2,1
composite_0155.jpg,3,2,1,0,0
composite_0155.jpg,4,1,0,0,0
composite_0155.jpg,5,2,0,0,0
composite_0155.jpg,6,2,2,2,1
composite_0155.jpg,7,2,2,1,1
composite_0155.jpg,8,1,1,1,0
composite_0155.jpg,9,1,0,0,0
composite_0156.jpg,1,1,1,0,0
composite_0156.jpg,2,2,1,1,1
composite_0156.jpg,3,0,1,0,0
composite_0156.jpg,4,2,1,1,0
composite_0156.jpg,5,3,2,2,1
composite_0156.jpg,6,0,1,0,2
composite_0156.jpg,7,1,1,0,0
composite_0156.jpg,8,1,1,2,0
composite_0156.jpg,9,1,0,0,0
composite_0157.jpg,1,1,1,0,0
composite_0157.jpg,2,0,0,0,0
composite_0157.jpg,3,1,1,0,1
composite_0157.jpg,4,2,1,0,1
composite_0157.jpg,5,3,2,2,1
composite_0157.jpg,6,1,0,0,0
composite_0157.jpg,7,0,1,0,0
composite_0157.jpg,8,2,1,1,2
composite_0157.jpg,9,1,2,1,2
composite_0158.jpg,1,2,1,1,1
composite_0158.jpg,2,2,1,2,0
composite_0158.jpg,3,2,1,1,0
composite_0158.jpg,4,0,2,0,2
composite_0158.jpg,5,1,2,0,0
composite_0158.jpg,6,1,1,1,0
composite_0158.jpg,7,2,1,0,0
composite_0158.jpg,8,0,0,0,0
composite_0158.jpg,9,1,0,0,0
composite_0159.jpg,1,1,0,1,0
composite_0159.jpg,2,3,2,2,2
composite_0159.jpg,3,2,1,1,0
composite_0159.jpg,4,1,1,1,0
composite_0159.jpg,5,0,0,0,0
composite_0159.jpg,6,2,1,2,0
composite_0159.jpg,7,2,1,0,0
composite_0159.jpg,8,0,1,0,1
composite_0159.jpg,9,2,1,0,0
composite_0160.jpg,1,2,1,1,0
composite_0160.jpg,2,3,1,3,0
composite_0160.jpg,3,2,2,1,2
composite_0160.jpg,4,1,0,0,0
composite_0160.jpg,5,2,2,1,1
composite_0160.jpg,6,2,0,0,0
composite_0160.jpg,7,1,0,0,0
composite_0160.jpg,8,1,0,0,0
composite_0160.jpg,9,1,2,0,2
composite_0161.jpg,1,2,2,1,1
composite_0161.jpg,2,2,2,2,1
composite_0161.jpg,3,2,0,0,0
composite_0161.jpg,4,2,1,1,0
composite_0161.jpg,5,1,1,1,1
composite_0161.jpg,6,2,1,2,0
composite_0161.jpg,7,1,0,0,0
composite_0161.jpg,8,2,1,0,0
composite_0161.jpg,9,0,1,0,1
composite_0162.jpg,1,1,0,0,0
composite_0162.jpg,2,2,1,0,1
composite_0162.jpg,3,0,0,0,0
composite_0162.jpg,4,1,1,1,0
composite_0162.jpg,5,3,1,3,0
composite_0162.jpg,6,2,1,0,0
composite_0162.jpg,7,1,1,0,0
composite_0162.jpg,8,1,1,0,1
composite_0162.jpg,9,2,1,1,1
composite_0163.jpg,1,0,1,0,1
composite_0163.jpg,2,1,0,0,0
composite_0163.jpg,3,2,1,0,1
composite_0163.jpg,4,2,1,0,0
composite_0163.jpg,5,2,1,2,0
composite_0163.jpg,6,0,2,0,2
composite_0163.jpg,7,2,1,1,1
composite_0163.jpg,8,1,1,0,1
composite_0163.jpg,9,1,2,0,2
composite_0164.jpg,1,2,1,1,1
composite_0164.jpg,2,1,0,0,0
composite_0164.jpg,3,2,1,2,0
composite_0164.jpg,4,1,1,0,2
composite_0164.jpg,5,2,2,1,1
composite_0164.jpg,6,3,2,2,2
composite_0164.jpg,7,1,1,0,0
composite_0164.jpg,8,1,1,1,1
composite_0164.jpg,9,1,0,1,0
composite_0165.jpg,1,0,0,0,1
composite_0165.jpg,2,2,2,0,2
composite_0165.jpg,3,0,1,0,1
composite_0165.jpg,4,2,1,0,1
composite_0165.jpg,5,0,2,1,2
composite_0165.jpg,6,1,1,2,0
composite_0165.jpg,7,1,0,0,0
composite_0165.jpg,8,1,1,0,1
composite_0165.jpg,9,1,2,0,2
composite_0166.jpg,1,1,1,0,1
composite_0166.jpg,2,2,1,3,0
composite_0166.jpg,3,0,0,0,0
composite_0166.jpg,4,3,2,0,1
composite_0166.jpg,5,1,0,0,0
composite_0166.jpg,6,2,3,2,0
composite_0166.jpg,7,0,0,0,0
composite_0166.jpg,8,2,1,1,0
composite_0166.jpg,9,2,2,0,2
composite_0167.jpg,1,0,1,0,1
composite_0167.jpg,2,3,1,1,0
composite_0167.jpg,3,2,1,1,0
composite_0167.jpg,4,2,1,1,0
composite_0167.jpg,5,0,0,0,0
composite_0167.jpg,6,2,1,0,1
composite_0167.jpg,7,2,1,0,0
composite_0167.jpg,8,2,0,1,0
composite_0167.jpg,9,1,0,1,0
composite_0168.jpg,1,0,1,0,1
composite_0168.jpg,2,1,0,0,0
composite_0168.jpg,3,0,1,0,1
composite_0168.jpg,4,2,1,0,1
composite_0168.jpg,5,2,1,0,0
composite_0168.jpg,6,1,0,0,0
composite_0168.jpg,7,2,1,1,1
composite_0168.jpg,8,1,2,1,1
composite_0168.jpg,9,1,0,0,0
composite_0169.jpg,1,1,0,0,0
composite_0169.jpg,2,1,0,2,0
composite_0169.jpg,3,2,1,0,1
composite_0169.jpg,4,2,1,1,1
composite_0169.jpg,5,0,0,0,0
composite_0169.jpg,6,2,1,1,0
composite_0169.jpg,7,1,1,0,0
composite_0169.jpg,8,1,1,1,1
composite_0169.jpg,9,0,1,0,1
composite_0170.jpg,1,0,1,0,1
composite_0170.jpg,2,1,1,0,1
composite_0170.jpg,3,1,0,0,0
composite_0170.jpg,4,1,1,0,0
composite_0170.jpg,5,2,1,0,1
composite_0170.jpg,6,2,1,0,0
composite_0170.jpg,7,1,1,1,0
composite_0170.jpg,8,0,0,0,0
composite_0170.jpg,9,1,0,1,0
composite_0171.jpg,1,1,1,0,0
composite_0171.jpg,2,2,2,2,0
composite_0171.jpg,3,3,2,1,1
composite_0171.jpg,4,2,1,1,1
composite_0171.jpg,5,1,1,0,2
composite_0171.jpg,6,1,2,0,2
composite_0171.jpg,7,1,1,0,0
composite_0171.jpg,8,1,0,0,1
composite_0171.jpg,9,0,2,0,1
composite_0172.jpg,1,2,0,0,0
composite_0172.jpg,2,1,1,0,1
composite_0172.jpg,3,2,0,0,0
composite_0172.jpg,4,1,1,2,0
composite_0172.jpg,5,1,0,0,1
composite_0172.jpg,6,2,1,2,0
composite_0172.jpg,7,2,1,1,0
composite_0172.jpg,8,1,0,0,0
composite_0172.jpg,9,2,1,3,0
composite_0173.jpg,1,2,1,0,0
composite_0173.jpg,2,2,1,2,0
composite_0173.jpg,3,1,1,1,1
composite_0173.jpg,4,2,1,0,1
composite_0173.jpg,5,2,1,0,0
composite_0173.jpg,6,2,0,0,0
composite_0173.jpg,7,0,1,0,1
composite_0173.jpg,8,2,1,2,0
composite_0173.jpg,9,1,0,0,1
composite_0174.jpg,1,3,2,3,1
composite_0174.jpg,2,3,2,2,1
composite_0174.jpg,3,2,1,0,1
composite_0174.jpg,4,2,0,0,0
composite_0174.jpg,5,2,1,0,1
composite_0174.jpg,6,1,2,1,2
composite_0174.jpg,7,2,1,2,0
composite_0174.jpg,8,0,2,0,2
composite_0174.jpg,9,2,1,1,1
composite_0175.jpg,1,2,1,1,0
composite_0175.jpg,2,2,1,2,1
composite_0175.jpg,3,1,0,0,0
composite_0175.jpg,4,2,2,1,1
composite_0175.jpg,5,1,0,0,0
composite_0175.jpg,6,1,1,1,0
composite_0175.jpg,7,2,2,0,0
composite_0175.jpg,8,3,2,1,1
composite_0175.jpg,9,2,1,2,0
composite_0176.jpg,1,1,0,0,0
composite_0176.jpg,2,1,1,1,1
composite_0176.jpg,3,1,1,0,0
composite_0176.jpg,4,2,1,1,0
composite_0176.jpg,5,2,1,1,0
composite_0176.jpg,6,2,1,1,0
composite_0176.jpg,7,2,1,1,1
composite_0176.jpg,8,1,1,0,0
composite_0176.jpg,9,1,0,2,0
composite_0177.jpg,1,3,2,1,0
composite_0177.jpg,2,1,1,1,0
composite_0177.jpg,3,1,0,0,0
composite_0177.jpg,4,0,2,0,2
composite_0177.jpg,5,1,0,0,0
composite_0177.jpg,6,2,1,0,0
composite_0177.jpg,7,2,2,1,1
composite_0177.jpg,8,2,1,1,0
composite_0177.jpg,9,2,2,0,1
composite_0178.jpg,1,3,1,2,0
composite_0178.jpg,2,2,1,2,0
composite_0178.jpg,3,1,1,0,1
composite_0178.jpg,4,1,1,0,0
composite_0178.jpg,5,1,1,1,0
composite_0178.jpg,6,1,0,2,0
composite_0178.jpg,7,2,1,1,1
composite_0178.jpg,8,1,0,1,0
composite_0178.jpg,9,1,2,1,0
composite_0179.jpg,1,2,1,0,1
composite_0179.jpg,2,1,0,1,0
composite_0179.jpg,3,3,2,0,1
composite_0179.jpg,4,1,2,1,2
composite_0179.jpg,5,2,1,0,1
composite_0179.jpg,6,0,0,0,1
composite_0179.jpg,7,1,1,2,1
composite_0179.jpg,8,2,1,1,1
composite_0179.jpg,9,3,2,0,1
composite_0180.jpg,1,1,0,0,0
composite_0180.jpg,2,0,0,0,0
composite_0180.jpg,3,3,2,2,1
composite_0180.jpg,4,2,1,1,0
composite_0180.jpg,5,0,2,0,2
composite_0180.jpg,6,1,1,0,1
composite_0180.jpg,7,1,2,0,2
composite_0180.jpg,8,1,0,1,0
composite_0180.jpg,9,2,1,0,1
composite_0181.jpg,1,0,0,0,0
composite_0181.jpg,2,1,1,0,1
composite_0181.jpg,3,3,2,0,0
composite_0181.jpg,4,1,0,0,0
composite_0181.jpg,5,2,1,0,1
composite_0181.jpg,6,0,0,0,0
composite_0181.jpg,7,2,1,0,0
composite_0181.jpg,8,2,1,1,0
composite_0181.jpg,9,1,0,0,0
composite_0182.jpg,1,0,1,0,1
composite_0182.jpg,2,2,1,0,0
composite_0182.jpg,3,1,0,1,0
composite_0182.jpg,4,2,1,2,0
composite_0182.jpg,5,2,3,1,2
composite_0182.jpg,6,1,0,1,0
composite_0182.jpg,7,1,0,0,0
composite_0182.jpg,8,2,0,0,0
composite_0182.jpg,9,3,2,1,1
composite_0183.jpg,1,1,0,0,0
composite_0183.jpg,2,2,1,0,1
composite_0183.jpg,3,0,0,0,0
composite_0183.jpg,4,2,1,1,1
composite_0183.jpg,5,0,2,0,2
composite_0183.jpg,6,2,1,0,2
composite_0183.jpg,7,1,0,0,0
composite_0183.jpg,8,2,1,1,1
composite_0183.jpg,9,2,1,0,1
composite_0184.jpg,1,1,1,1,1
composite_0184.jpg,2,1,2,1,2
composite_0184.jpg,3,3,1,0,0
composite_0184.jpg,4,1,0,2,0
composite_0184.jpg,5,1,0,2,0
composite_0184.jpg,6,1,0,0,1
composite_0184.jpg,7,1,0,1,0
composite_0184.jpg,8,2,0,0,0
composite_0184.jpg,9,1,2,0,2
composite_0185.jpg,1,1,0,0,0
composite_0185.jpg,2,2,1,2,1
composite_0185.jpg,3,2,2,0,1
composite_0185.jpg,4,2,2,1,2
composite_0185.jpg,5,2,1,0,1
composite_0185.jpg,6,2,1,0,1
composite_0185.jpg,7,1,0,0,1
composite_0185.jpg,8,1,0,0,0
composite_0185.jpg,9,3,1,2,0
