composite_file,cell_number,erythema,induration_papulation,excoriation,lichenification
composite_0013.jpg,7,2,1,3,0
composite_0013.jpg,8,2,1,3,1
composite_0013.jpg,9,1,1,0,1
composite_0014.jpg,1,1,0,0,0
composite_0014.jpg,2,0,1,0,0
composite_0014.jpg,3,2,1,2,0
composite_0014.jpg,4,1,2,0,1
composite_0014.jpg,5,0,0,0,0
composite_0014.jpg,6,3,2,3,1
composite_0014.jpg,7,1,0,1,0
composite_0014.jpg,8,1,1,1,1
composite_0014.jpg,9,2,2,1,2
composite_0015.jpg,1,2,0,0,1
composite_0015.jpg,2,1,1,0,0
composite_0015.jpg,3,1,0,0,0
composite_0015.jpg,4,2,2,0,0
composite_0015.jpg,5,1,1,2,1
composite_0015.jpg,6,1,2,1,1
composite_0015.jpg,7,0,0,0,0
composite_0015.jpg,8,1,0,0,0
composite_0015.jpg,9,3,0,0,0
composite_0016.jpg,1,1,0,0,0
composite_0016.jpg,2,2,2,3,1
composite_0016.jpg,3,3,1,0,2
composite_0016.jpg,4,1,0,0,0
composite_0016.jpg,5,2,3,2,1
composite_0016.jpg,6,1,2,0,2
composite_0016.jpg,7,0,1,0,0
composite_0016.jpg,8,2,1,1,0
composite_0016.jpg,9,1,2,1,1
composite_0017.jpg,1,1,1,0,0
composite_0017.jpg,2,0,1,0,1
composite_0017.jpg,3,1,1,1,0
composite_0017.jpg,4,1,1,0,1
composite_0017.jpg,5,0,1,0,2
composite_0017.jpg,6,0,1,0,2
composite_0017.jpg,7,1,1,0,1
composite_0017.jpg,8,2,1,0,0
composite_0017.jpg,9,1,2,1,1
composite_0018.jpg,1,0,2,0,1
composite_0018.jpg,2,1,0,0,0
composite_0018.jpg,3,1,1,1,0
composite_0018.jpg,4,0,0,0,0
composite_0018.jpg,5,2,1,1,0
composite_0018.jpg,6,2,1,2,1
composite_0018.jpg,7,0,0,0,0
composite_0018.jpg,8,2,2,3,1
composite_0018.jpg,9,2,2,1,1
composite_0019.jpg,1,1,2,0,1
composite_0019.jpg,2,2,1,1,0
composite_0019.jpg,3,2,1,1,0
composite_0019.jpg,4,2,2,1,1
composite_0019.jpg,5,2,2,1,1
composite_0019.jpg,6,1,1,1,1
composite_0019.jpg,7,1,1,0,1
composite_0019.jpg,8,1,1,0,0
composite_0019.jpg,9,0,0,0,0
composite_0020.jpg,1,1,1,2,0
composite_0020.jpg,2,1,0,0,0
composite_0020.jpg,3,2,1,0,0
composite_0020.jpg,4,1,1,0,1
composite_0020.jpg,5,2,0,0,0
composite_0020.jpg,6,0,0,0,0
composite_0020.jpg,7,0,1,0,1
composite_0020.jpg,8,2,1,0,0
composite_0020.jpg,9,2,1,1,1
composite_0021.jpg,1,3,1,0,0
composite_0021.jpg,2,2,1,1,0
composite_0021.jpg,3,0,1,0,1
composite_0021.jpg,4,1,1,1,0
composite_0021.jpg,5,1,1,0,1
composite_0021.jpg,6,2,1,0,1
composite_0021.jpg,7,2,1,0,1
composite_0021.jpg,8,2,1,0,2
composite_0021.jpg,9,2,2,2,1
composite_0022.jpg,1,2,1,0,1
composite_0022.jpg,2,1,1,0,1
composite_0022.jpg,3,3,0,0,0
composite_0022.jpg,4,2,0,0,0
composite_0022.jpg,5,1,1,0,0
composite_0022.jpg,6,1,0,0,0
composite_0022.jpg,7,2,1,3,0
composite_0022.jpg,8,2,1,0,0
composite_0022.jpg,9,2,1,1,1
composite_0023.jpg,1,2,1,1,1
composite_0023.jpg,2,2,1,1,1
composite_0023.jpg,3,0,0,0,0
composite_0023.jpg,4,0,1,0,1
composite_0023.jpg,5,2,1,1,0
composite_0023.jpg,6,0,1,1,1
composite_0023.jpg,7,0,1,0,1
composite_0023.jpg,8,1,0,0,0
composite_0023.jpg,9,2,0,0,0
composite_0024.jpg,1,1,1,0,0
composite_0024.jpg,2,2,2,1,0
composite_0024.jpg,3,2,2,3,1
composite_0024.jpg,4,2,1,0,0
composite_0024.jpg,5,2,1,1,0
composite_0024.jpg,6,2,1,1,1
composite_0024.jpg,7,0,1,0,2
composite_0024.jpg,8,1,1,1,0
composite_0024.jpg,9,2,1,2,0
composite_0025.jpg,1,1,1,0,1
composite_0025.jpg,2,2,1,0,3
composite_0025.jpg,3,1,2,0,1
composite_0025.jpg,4,2,1,0,1
composite_0025.jpg,5,1,0,1,0
composite_0025.jpg,6,0,2,0,1
composite_0025.jpg,7,2,1,3,0
composite_0025.jpg,8,2,0,0,0
composite_0025.jpg,9,3,1,0,1
composite_0026.jpg,1,1,1,0,1
composite_0026.jpg,2,2,0,0,0
composite_0026.jpg,3,0,0,0,0
composite_0026.jpg,4,1,1,0,1
composite_0026.jpg,5,3,2,2,1
composite_0026.jpg,6,1,0,0,0
composite_0026.jpg,7,1,1,1,1
composite_0026.jpg,8,1,1,2,0
composite_0026.jpg,9,1,0,1,1
composite_0027.jpg,1,2,1,2,1
composite_0027.jpg,2,1,1,1,1
composite_0027.jpg,3,3,1,0,0
composite_0027.jpg,4,2,1,0,1
composite_0027.jpg,5,1,1,1,0
composite_0027.jpg,6,1,1,1,0
composite_0027.jpg,7,2,2,1,1
composite_0027.jpg,8,0,0,0,0
composite_0027.jpg,9,1,1,0,0
composite_0028.jpg,1,2,1,1,1
composite_0028.jpg,2,1,1,1,0
composite_0028.jpg,3,2,0,0,0
composite_0028.jpg,4,1,0,0,0
composite_0028.jpg,5,2,1,2,0
composite_0028.jpg,6,2,1,1,1
composite_0028.jpg,7,0,1,0,1
composite_0028.jpg,8,0,1,1,1
composite_0028.jpg,9,2,2,2,1
composite_0029.jpg,1,0,0,0,0
composite_0029.jpg,2,0,0,0,0
composite_0029.jpg,3,2,1,2,0
composite_0029.jpg,4,2,1,0,1
composite_0029.jpg,5,2,1,0,0
composite_0029.jpg,6,1,1,0,1
composite_0029.jpg,7,2,1,2,1
composite_0029.jpg,8,0,2,0,2
composite_0029.jpg,9,2,1,0,1
composite_0030.jpg,1,2,1,1,1
composite_0030.jpg,2,3,1,1,1
composite_0030.jpg,3,1,1,1,1
composite_0030.jpg,4,1,1,1,0
composite_0030.jpg,5,1,0,0,0
composite_0030.jpg,6,1,1,0,1
composite_0030.jpg,7,2,2,1,1
composite_0030.jpg,8,2,1,1,0
composite_0030.jpg,9,2,2,1,2
composite_0031.jpg,1,2,1,3,1
composite_0031.jpg,2,2,0,0,0
composite_0031.jpg,3,2,1,0,1
composite_0031.jpg,4,1,1,1,0
composite_0031.jpg,5,2,0,0,0
composite_0031.jpg,6,1,0,0,0
composite_0031.jpg,7,1,1,0,2
composite_0031.jpg,8,0,1,0,1
composite_0031.jpg,9,1,1,0,1
composite_0032.jpg,1,2,2,0,2
composite_0032.jpg,2,0,0,0,0
composite_0032.jpg,3,2,1,1,2
composite_0032.jpg,4,2,0,0,0
composite_0032.jpg,5,2,1,0,1
composite_0032.jpg,6,2,2,2,1
composite_0032.jpg,7,2,2,2,1
composite_0032.jpg,8,2,0,0,0
composite_0032.jpg,9,1,1,0,1
composite_0033.jpg,1,0,1,0,3
composite_0033.jpg,2,1,0,0,0
composite_0033.jpg,3,1,3,0,2
composite_0033.jpg,4,2,2,0,1
composite_0033.jpg,5,1,1,0,0
composite_0033.jpg,6,1,0,0,0
composite_0033.jpg,7,0,1,0,1
composite_0033.jpg,8,0,0,0,0
composite_0033.jpg,9,1,0,0,0
composite_0034.jpg,1,1,1,1,1
composite_0034.jpg,2,1,0,0,0
composite_0034.jpg,3,1,0,0,0
composite_0034.jpg,4,0,0,0,0
composite_0034.jpg,5,2,0,0,0
composite_0034.jpg,6,1,1,0,1
composite_0034.jpg,7,1,1,1,0
composite_0034.jpg,8,2,1,0,0
composite_0034.jpg,9,1,2,0,2
composite_0035.jpg,1,1,1,0,1
composite_0035.jpg,2,1,1,0,1
composite_0035.jpg,3,0,0,0,0
composite_0035.jpg,4,0,1,0,1
composite_0035.jpg,5,3,0,0,0
composite_0035.jpg,6,2,1,1,0
composite_0035.jpg,7,0,1,0,1
composite_0035.jpg,8,0,1,0,1
composite_0035.jpg,9,2,1,0,1
composite_0036.jpg,1,1,1,0,1
composite_0036.jpg,2,3,1,2,1
composite_0036.jpg,3,1,1,0,1
composite_0036.jpg,4,0,1,0,1
composite_0036.jpg,5,2,2,2,1
composite_0036.jpg,6,2,2,3,1
composite_0036.jpg,7,0,1,0,1
composite_0036.jpg,8,1,0,0,0
composite_0036.jpg,9,1,1,2,0
composite_0037.jpg,1,2,1,0,1
composite_0037.jpg,2,1,0,0,0
composite_0037.jpg,3,1,0,1,0
composite_0037.jpg,4,1,1,0,2
composite_0037.jpg,5,0,1,0,2
composite_0037.jpg,6,2,1,1,1
composite_0037.jpg,7,0,1,1,1
composite_0037.jpg,8,2,2,1,2
composite_0037.jpg,9,2,1,0,1
